user_pseudo_id,diff_cnt_fail,diff_cnt_retry,diff_cnt_level_up,diff_max_level,diff_num_distinct_levels,diff_max_score,diff_mean_score,diff_cnt_scores
1F7ED363E0BA720E2BA9A686A3026425,1,0,0,,0,,,0
A6074CDF1E7633C7EC1AB42B4FE01657,0,0,0,,0,,,0
56E85878CF2E3C60F600FFDC3AB85F40,0,0,0,,0,,,0
1613FB57B431855A3D1E2B00A54CC6CA,0,0,0,,0,,,0
B1822FEA0A58999CC11C18CD00CAD761,0,0,0,,0,,,0
DF7D33C9A6A39630787AF9493AC079A1,0,0,0,,0,,,0
F7BFC8337A3E02054E7B526EA82FD0DC,0,0,0,,0,,,0
E10772DF7D899798D0D0378D1CBEED43,0,0,0,,0,,,0
FB708121B471890230439C2DD2A5C3A9,0,0,0,,0,,,0
8EC60B72DE669330FC1B5B37BBF4BC6D,0,0,0,,0,,,0
ECC60665081F2D1CCB0EB37F07DAD254,0,0,0,,0,,,0
FF3C642F40C3018CB4D936F06442024C,0,0,0,,0,,,0
2D7D7EE7C2BE65A1E12450CABCC1B16A,3,0,0,,0,,,0
A34414F7B0AB87A0445962D2F03C17E7,2,0,0,,0,,,0
027A19BC7A8B6733CE40B0C45FEE37A8,0,0,0,,0,,,0
9BEBA1DC2794004F126FE7DA47FF76AA,3,0,0,,0,,,0
8930D2A6EE0618371A843668ED41171E,3,0,0,,0,,,0
93699FB737D442ABBD95CE58A686442F,0,0,0,,0,,,0
64F4933806688049ECD6857525AFBC20,0,0,0,,0,,,0
D45AA1285D117033E2133DD4F78F0ADF,0,0,0,,0,,,0
4888671BB1FED63688415ACCC4296344,0,0,0,,0,,,0
951B49BD60BD562C623C8EC62C928E3B,1,0,0,,0,,,0
CB95915AFE269313FE5F8C23A4A8C2D6,3,1,0,,0,,,0
8365302EA50623D13816D680993C07AC,0,0,0,,0,,,0
8506CEE714B37E9AE74254E7BC94B3BA,0,0,0,,0,,,0
D2BE38EE37294935E8D174957DF346D1,2,0,0,,0,,,0
AF2C7C5196C8AC879E4BCDCAAF68D5E4,0,0,0,,0,,,0
DC5ED992E11BE71ADF895739FA4FD0EA,0,0,0,,0,,,0
ED9D85AFD9156DAB7393FEF365716AD2,0,0,0,,0,,,0
B4CC2D761B36986D7A05AB0625F94EEC,0,0,0,,0,,,0
4E74085606E35685A09772FBDECEC629,0,0,0,,0,,,0
862A8E74DC6E478F4095FDBE625F23D0,0,0,0,,0,,,0
97DB1CA5636E30555A16074D9FFE7B31,0,0,0,,0,,,0
507DFA104E3C0FE73A081DFE3BF082DC,0,0,0,,0,,,0
A6CAF6C69CE504C52A1BD65E44D8924E,0,0,0,,0,,,0
981D17AB0CBEB4ECB541405924D95A0E,0,0,0,,0,,,0
97DD82A020FCA6A35471A794EA5E85CD,0,0,0,,0,,,0
CDB9686BEDE47D87DBB1B3A9EE8B3AF5,0,0,0,,0,,,0
1F2F78104668E3EA43A42D4981EA6F4D,0,0,0,,0,,,0
E43EA245B72A8BDEB0BF1A22C583D4B9,1,0,0,,0,,,0
32BDEF00CAA46453C307AE8AA90578A4,0,0,0,,0,,,0
CABF4C8FCEA744EE05D05374CDCD9864,0,0,0,,0,,,0
0C0E884E858F6FED0E20B03577CF0AA3,1,0,0,,0,,,0
609EDE15DFE17B9241415C5216D10BFC,0,0,0,,0,,,0
21A78D859A540DDEC25793D34B500C1E,1,0,0,,0,,,0
1390D2417B013089ADBA4EF554360D5F,0,0,0,,0,,,0
CB39F5D9A2DC8E22A1423B88F6076551,0,0,0,,0,,,0
FFEA50946B05E06965B60AC102E525A9,1,1,0,,0,,,0
E5A193B43389E926CF6260D7B25FA1D4,0,0,0,,0,,,0
F778EE07A73894B680C1B60A604D677B,0,0,0,,0,,,0
23A7E8D987ADCC38EB026096DC513F85,0,0,0,,0,,,0
04FA277361CDCB52DCAC978BE0964AD4,0,0,0,,0,,,0
E34713DE342117B085C3F361FA474D8D,0,0,0,,0,,,0
AAD67CBE06B37B1D1B7B0FFCFBB97B44,0,0,0,,0,,,0
BC6DA3082B4C40FAD269F58B87107E9D,0,0,0,,0,,,0
C5399AA1E8D157731709AA3282CFE94B,0,0,0,,0,,,0
EA99112A028701228697D6B1BB42D19D,0,0,0,,0,,,0
79C6CEA7189615EF5319ED1BA55DDE9D,0,0,0,,0,,,0
DC8753723151F016ACC112E35E33C8F0,0,0,0,,0,,,0
FE85F00974A42930CA0A1DAB446B3FF1,0,0,0,,0,,,0
CA591626FF89C1EE09A2C1F0DEFB2ADC,0,0,0,,0,,,0
67645072FA24C18FF44325C36ECCC0AA,0,0,0,,0,,,0
F405ABC6E049921FB3587A2BE71559C9,0,0,0,,0,,,0
20C515B859FEE6F7358B70DAA61029EE,0,0,0,,0,,,0
EBC3581ADA874D494FBE2C7CCF53BF99,0,0,0,,0,,,0
E438F02763B070A3F426CC61C16D4C47,1,0,0,,0,,,0
2C8E6C9CA9F218EE831C2486C9B60140,0,0,0,,0,,,0
91EC050CACB36B3A5BC705CE8768F644,1,0,0,,0,,,0
B513D812D0F22326FCBDC18FFCE26E90,3,0,0,,0,,,0
360EAEF5192355A31740E0D75FB4C8FF,0,0,0,,0,,,0
D95CAC1BE0D20FAC7EDC98BF3C54A89D,3,0,0,,0,,,0
0FA4172072DD4592CFB3CA5FF90CB907,0,0,0,,0,,,0
E4C834B4BC3C496C64AEBB128A071B0D,2,0,0,,0,,,0
C57026026F451C8B63B19481023BE944,0,0,0,,0,,,0
699456F808AD871AC50BBAB11427D46A,0,0,0,,0,,,0
C089DEEB2EA27CF072D17A89C956AFF3,2,0,0,,0,,,0
4610B7F7F8D4828DCC987CA2F604DEE9,0,0,0,,0,,,0
C60BF06EA758852B6130837CDE449D58,2,0,0,,0,,,0
A82658237C6118780A6009C01F05DDEB,0,0,0,,0,,,0
8F2A0396235869F9A53F0AD3F2E777D7,0,0,0,,0,,,0
29E07E58392835AFC7D26BBCFE20A84B,0,0,0,,0,,,0
6F3285077BCC818EFFCFC1CAD379D684,0,0,0,,0,,,0
FC76EBA149D97D29AB40CF904A5FD76D,0,0,0,,0,,,0
85B11D02AC558A5997C80346CDF21E09,0,0,0,,0,,,0
3BAD85C975EE5466BCC56F77BA433DB2,0,0,0,,0,,,0
DB04A72FF1579E1B3BE499DF36B0ED90,2,0,0,,0,,,0
5ABC587E26A6EF66B2E9B127E3DD497B,0,0,0,,0,,,0
2851B26D3D754B015D161216A7BD9937,0,0,0,,0,,,0
7133FE57496C47C8E26BECA91ABA5B30,1,0,0,,0,,,0
4C8B39E9857775E5B2038B4D5743B458,0,0,0,,0,,,0
06984AB55E6069C42FE61F3510F1522B,1,1,0,,0,,,0
1D8EA6CE95A074AB7E9BC16879C7366E,0,0,0,,0,,,0
4AB0441290F6077849CBE9C74A828F0A,0,0,0,,0,,,0
2267538930FA66A35F7752B4299EE4C3,0,0,0,,0,,,0
90D5E28CBDA334EEF309C805DD8C1528,0,0,0,,0,,,0
50C6F9F9F77E7F50EF5E9AB69CACF11D,0,0,0,,0,,,0
49BD785C88E96F48F60CC3E2227804B6,0,0,0,,0,,,0
98DCFFB35A9F31E4381182F11E3BA8BC,3,1,0,,0,,,0
14F0C36B47AD59388BF3FC43E5F84100,1,0,0,,0,,,0
77D18594774B8DDC800334804D0C0A04,0,0,0,,0,,,0
9B985C86CD9368748BA9575FC7141C77,0,0,0,,0,,,0
85F9CA244F953B8EB965906304281700,0,0,0,,0,,,0
0F98093E113A63D0D71029D140417233,0,0,0,,0,,,0
23CB583E18259C0A5A2936A9F71625DB,2,0,0,,0,,,0
81BAD3FD80119DBA49D2B55CAFFACED1,0,0,0,,0,,,0
07FBACBB0248109F868023D10CCB80B1,1,0,0,,0,,,0
5D088F7D764C4308BCCBA927347218AF,0,0,0,,0,,,0
17FD1DF8BFD58CD77FAE7DD3D855A84D,2,0,0,,0,,,0
8B2764368F3958B3133D7D52E5871190,2,0,0,,0,,,0
6D45BE2594A103C75C4F68F2AA2D79F6,10,0,0,,0,,,0
B8D5DE10186B5B671914B74376050223,0,0,0,,0,,,0
CFE07D48CBBF9959BC8BA87C95F2B602,0,0,0,,0,,,0
7E5E3AE456AFD0D467418E96ED8DDE60,2,2,0,,0,,,0
257D8B7A90ECCC1688EBCB4548D4C1AB,0,0,0,,0,,,0
47A3ACCCFB629C52C44277177265496C,0,0,0,,0,,,0
C96D2A670F71BA658A54A12134EDF4D1,0,0,0,,0,,,0
C43B579F9DE89CA7661381325B79B8C3,0,0,0,,0,,,0
204F0DEF98BDA4D8D5091A9A3B1E1819,0,0,0,,0,,,0
9D74B530D65D2DDD53EF51089D7611D8,0,0,0,,0,,,0
91C98A4356C6CA172395EC90C2263A57,1,0,0,,0,,,0
A921C5AB72246BFE8CA6CB19212387B7,0,0,0,,0,,,0
36C32F82A22E7DC2DB04DA29BF71199F,0,0,0,,0,,,0
DBC07E3ECC7DD36D12BFEC862CD6B5A3,0,0,0,,0,,,0
46B5EAFD9FE97971DE35E6A1876B7963,10,0,0,,0,,,0
9E81D649AAB3C111E2DE31150E639403,0,0,0,,0,,,0
B8329F2AF10381E3F719D1CCCF3A9C0E,1,1,0,,0,,,0
75D9454D7398963C18CDDD7073F14DBA,1,0,0,,0,,,0
1BE83BD7CAA4157AB3AE12A04A05CEF0,0,0,0,,0,,,0
3F584FA5869E4DE7160B5493439A0451,1,0,0,,0,,,0
017AFF0C36AD244BFA48FE7D08915201,0,0,0,,0,,,0
47203241D0550A12C140A566774A03D3,0,0,0,,0,,,0
5DD61074AA5F92DE0CE1F00516BFDBF5,2,1,0,,0,,,0
3346097B57AC50FEC68D31230E17BA39,0,0,0,,0,,,0
F37E38D7873B155B9E405726147358B2,12,0,0,,0,,,0
B1ED43F18A6F3F43F376E399C61D0331,0,0,0,,0,,,0
9440CD3CB8D50B6C847CAC7A1952BA65,1,0,0,,0,,,0
A05BCF49528D381257B1DCFE5AC285A6,0,0,0,,0,,,0
224B9D15731E3EA41830FB5E67E336AC,0,0,0,,0,,,0
34D812AABE4A1E3DAF010E9FB7323A08,0,0,0,,0,,,0
6A500661C5B90F46DEA638B0E67258CB,0,0,0,,0,,,0
F1FC7A1E6986336D25B89B7E0112E760,1,0,0,,0,,,0
54A269A0B0AD81BA7D0A0BCDC1DBE231,0,0,0,,0,,,0
30E97D5C40F5901F3A28D4A9281F6166,1,0,0,,0,,,0
551130953A7F37F23035F9A91CA41C15,92,0,0,,0,,,0
5C9E7451F0D78507AB638C4C98D0F7D5,2,0,0,,0,,,0
BDB7A10EAB4325A8F4FD3B5DE47D3F9C,0,0,0,,0,,,0
57BFEC94626541902118482C3BB4E741,0,0,0,,0,,,0
8742CD7A4349344D243BF302A313A074,4,0,0,,0,,,0
51E859FD9D682533C094B37DC85EAF87,0,0,0,,0,,,0
79986AC485C1BAF4AD7A8798DB90F079,0,0,0,,0,,,0
70DCC1DC359A5A8BA1CF7C93DB849FD1,0,0,0,,0,,,0
299DE494C7E67F22E40A34FC3C201367,0,0,0,,0,,,0
8F3BA78CA4249C361601DEAD78FDB417,1,0,0,,0,,,0
66F3B8360C178C74AE5CBA3422B82AAD,0,0,0,,0,,,0
79495E8A7191280C7546A3E64648D57E,2,0,0,,0,,,0
DF377FAFA25A2FECEA18E389FAD9F59E,0,0,0,,0,,,0
C0301C8D825A069CC2ADEDEDA5F97AC4,0,0,0,,0,,,0
CB4A2EA8C5ADE49FFC648DF400CBBF8A,0,0,0,,0,,,0
B24B8B30B5849E3E9AB68263BD1A66EF,0,0,0,,0,,,0
970F3FC64726985AECC1BFD74741AB34,0,0,0,,0,,,0
FC70D8224A383732ACF61C1FD3A00919,1,0,0,,0,,,0
A2A3ADA244E69302ADDF492E0B55BF21,3,1,0,,0,,,0
74FB084806657B7905B964C8E1688CC6,0,0,0,,0,,,0
97EFE88578CA49C1B43A95A781C7AD16,1,0,0,,0,,,0
09A78964F0C8B9886D1169DBF3E21739,0,0,0,,0,,,0
30161E941558E28575768DC48CC6C9A9,1,0,0,,0,,,0
AD0EFD15DA7A611B7A827D6D4B6949E9,0,0,0,,0,,,0
B118524648F8EAF8BB989C8AAB22B1A7,2,0,0,,0,,,0
7155AE938E2FFBC63543F1E7BC02A41E,0,0,0,,0,,,0
D954B34820AEE0E5334D574388D37E1B,0,0,0,,0,,,0
8912D1B887909C2FDE687B6782701503,0,0,0,,0,,,0
829ACA32F30E16A0DE6EA286A64882A6,0,0,0,,0,,,0
21D5CB544D4E72BAEA9BA1BC7CF5AB99,2,0,0,,0,,,0
5DB8D4CD1C161D01EB4F9174F6316A82,1,0,0,,0,,,0
C14076B400FAEAAB4D9CC6F67D54F43A,0,0,0,,0,,,0
DCD1A5C8D680890E6A125104A9171322,0,0,0,,0,,,0
711364F41553811B33FD216391234D59,0,0,0,,0,,,0
6C41E4C6689C77E52F2A2FB5CAC9F950,0,0,0,,0,,,0
8C69B4DCD463AFAAB9FA17B529AF2C8F,0,0,0,,0,,,0
56CA00F31185284B341940733700F864,0,0,0,,0,,,0
8D6EDBDF57E90C89AA18D94E579B705B,0,0,0,,0,,,0
81D3DD49AA2304FD1ED8C498747B5FC6,1,1,0,,0,,,0
308B25AC39D77CB676A74503CB8D142A,0,0,0,,0,,,0
9BD56355E3D05428B3B73245830810B7,1,0,0,,0,,,0
51DE65CA1CF146DE061ECCAB521CD177,2,0,0,,0,,,0
7E38A396789F21724DDEFB0400305685,0,0,0,,0,,,0
10003E1C006891B7F1EF61D88E346302,0,0,0,,0,,,0
98AA37A0C00B41C25CA33D8F748AAA11,1,0,0,,0,,,0
1494E1183CD507E9CC668E4ADC405AFD,1,0,0,,0,,,0
63F0582955A226040415EB4F6A0EF3DD,1,0,0,,0,,,0
1875D881BD8742A9F1BE25084D0784A7,0,0,0,,0,,,0
25D50D541F77515B76A1064E9802C180,0,0,0,,0,,,0
28C4A09298C441D5AFD39E749D9F3DA3,0,0,0,,0,,,0
42F11ADEE24A4945B2C8BB4AAE8A8AA9,0,0,0,,0,,,0
7C2401C46CD88BF5843C8CEBFCDACAB9,0,0,0,,0,,,0
7A7D5DD486EC806FEEBF86C3A2807EDB,0,0,0,,0,,,0
200F0E8F2569DC89591D61CD20C86F9E,0,0,0,,0,,,0
3C2398851DF87635975A88767B4C82B8,0,0,0,,0,,,0
04C1B862AFA39703243166C625EBBD40,1,0,0,,0,,,0
240EB5AB4F4B15279CE604262740F6D9,0,0,0,,0,,,0
48309F50E09B2EC3CDF7CC658B9FCFC3,0,0,0,,0,,,0
917CBDBEF93150357244336EC9564617,0,0,0,,0,,,0
0C16C9D2220CA464A0464D294666CBCC,3,1,0,,0,,,0
42BBD7B37D3A0FC623BE1A919EFE6DA5,1,0,0,,0,,,0
4C3BF4A684EC9E6CB19B3AD7B0FBB334,0,0,0,,0,,,0
086F61C00F68108436E0CAEAC318BC38,0,0,0,,0,,,0
D5DA58BD6BAF2097948CF30DFA34FEE8,0,0,0,,0,,,0
D2C3A62A40425BF3C8530E5B702C7DB4,0,0,0,,0,,,0
125363861AAA26BC5862E54D738A342F,0,0,0,,0,,,0
E64CCC1C4CC6006D728ABFCC3662C591,0,0,0,,0,,,0
B36FAA12AF854F00E4EC23696D2786CC,1,0,0,,0,,,0
8DD47B40A0938BA8BD9FF0B34D83B28E,0,0,0,,0,,,0
EC13EE65E7D169E6BE5653F277EB4925,0,0,0,,0,,,0
E2ABF58F758941B31BB4630BD519394F,0,0,0,,0,,,0
ABB9A6AD029F190506DCF3B87C27E9BC,0,0,0,,0,,,0
81069D31F1600F448E6A8DDC9E5EB80C,0,0,0,,0,,,0
FA91B6B27F076DC71DEFCF7FE86FDD6E,0,0,0,,0,,,0
2B71A2BE17E79C40BCCA47DD87E86489,0,0,0,,0,,,0
E6C16943470187BB91B5572613966E88,4,0,0,,0,,,0
C59E095CFA4F1A81AAAE3150E384AB21,1,1,0,,0,,,0
D728EEFD8B750FD9DEDC1A0D9D7F89CC,0,0,0,,0,,,0
022FFC1F2B5A9F2982EE83C313176D54,3,0,0,,0,,,0
360D7B137BD530E704772F51C5B13A79,4,0,0,,0,,,0
2CB523AF7F30297524DAB2001FFE2EA1,0,0,0,,0,,,0
C63E044972BC46A8840F4CCB3174690B,0,0,0,,0,,,0
22C8075C384481C8618597F9A6C56279,3,0,0,,0,,,0
7B425893FE3DD64FFB439238785817F2,0,0,0,,0,,,0
8C2CD3B01F94A12D766C198199746FA1,0,0,0,,0,,,0
784FCE36821DC86DBB8A08B517876B13,1,0,0,,0,,,0
39F507C9C69C087720D210B1D13788B5,2,2,0,,0,,,0
6DB64C1C5B311A9535DDF18B8C33517A,1,1,0,,0,,,0
CD26A22E2C954F84EDB185AF6544F6AD,0,0,0,,0,,,0
E628DC494D4A251C35DD43FF97D2028A,0,0,0,,0,,,0
C709F8E9B44169A5B1B4956072999F42,0,0,0,,0,,,0
A618596C697C9F9FEBC2B022AFD4F7DD,0,0,0,,0,,,0
F78EBC71DDA40F7C26294DC2548E3DFD,1,0,0,,0,,,0
4165988A593F51E6AD19B52A8FA0B980,0,0,0,,0,,,0
DC85EA774E6A7AB0C65D61CB2C2912BE,0,0,0,,0,,,0
50B9480303280C2408C4C77A8AFA9480,0,0,0,,0,,,0
56AB5AA26CE53AB27D81C65372B450F5,0,0,0,,0,,,0
93CEB327EC262647E4D6E92FEC16AB48,0,0,0,,0,,,0
4A34E51E87F26D5BD3AD860E1175BBF3,0,0,0,,0,,,0
6F5E3943B63F43C56BBA066F392CC06B,0,0,0,,0,,,0
D34924C19421D7E083FD387D97765F94,4,4,0,,0,,,0
E0948CBA366782812BF88506D5EA9C0E,0,0,0,,0,,,0
AE0B44FF5C6C9397C6FF32635328E83E,0,0,0,,0,,,0
AD4CE34C084E221FF1F1FD9EDA92824C,3,0,0,,0,,,0
4184DAB1D1869BF88C134560CBE27A2B,0,0,0,,0,,,0
A3CDDBDA41C8290EF828C2DCE98B346B,0,0,0,,0,,,0
70A4ED4B37F791C740C2C16FC39B5E4A,0,0,0,,0,,,0
B2ED849BBB2D152DF245B09A41687D4F,0,0,0,,0,,,0
50F9ECC02D5198369DEC190502867F73,0,0,0,,0,,,0
F6C27759C6668FF8619110956AAAB1F0,0,0,0,,0,,,0
3351C190752821E19A94058AE0C8D565,0,0,0,,0,,,0
1602C3654622688034DC25014E9B2FD7,0,0,0,,0,,,0
018219C83A4E8873F1CD8BA8F041E8BB,0,0,0,,0,,,0
7CB1B17DDB045770D621387959BF2E46,3,1,0,,0,,,0
727B3DB570172D51AEE4A2BBECB52D7E,1,0,0,,0,,,0
3EC6101414140FB1EB39455AC8345EC1,2,0,0,,0,,,0
1B5560D27185FF36782A7615149A5129,0,0,0,,0,,,0
ECEFCA1970E6F939FD99A1AF9762B964,0,0,0,,0,,,0
6E0C7E7F411C4F1D9B63813E23B7E867,4,0,0,,0,,,0
93633CE8D034001EAAA6F4F0D767A135,0,0,0,,0,,,0
6A5FFA8429135FB1996D45DD750C9E16,1,0,0,,0,,,0
B9ED4106F9DA54ABE08D6C2C23CD0E01,2,1,0,,0,,,0
2E01975CEB9620ACBE4C7AE0F16D9503,0,0,0,,0,,,0
489BCE0DD2AD51A150DEBF2E7C24E0B3,0,0,0,,0,,,0
C5829585A78C2CC984DDF858AD671C47,4,0,0,,0,,,0
0F0FACCD83D00FDF46DF586FDC08CD76,3,1,0,,0,,,0
50C60BB1599A79A9FA68C92B9E9589F2,2,0,0,,0,,,0
F17AC159F7AE3AA891CD260E027A3C49,0,0,0,,0,,,0
38655D4FA36E1634A340169CABF1AAE9,0,0,0,,0,,,0
45555D406DF131BE2077608C9B4A2B47,1,0,0,,0,,,0
D770702CFCE49F5202305630FC366DAA,1,0,0,,0,,,0
F26858494DC04AD424C0EBC9C1245F94,2,0,0,,0,,,0
3A67BDF21FB4876DB2FB4806C39AF229,0,0,0,,0,,,0
D85F0E322917076E5473B87A1F363AC9,3,0,0,,0,,,0
DA1F05090AB8762E28B7A27E0E4AFEE4,1,0,0,,0,,,0
FFFFD70EA75A4C0F55C21D19F28BD669,2,0,0,,0,,,0
B6BA0A7B30C70EE6C34956C88563B361,0,0,0,,0,,,0
D526350FA9F0095154216DEA1BE323DB,0,0,0,,0,,,0
604E4F6AB209983E515794E0C0945660,0,0,0,,0,,,0
B76F1841464BFF8CF3155EF7C1FD91E4,0,0,0,,0,,,0
C30EF6ACD670103C419C218070032EBD,0,0,0,,0,,,0
3DB7F93459EE0F73E398386193371A80,0,0,0,,0,,,0
EDA46528B44F81F9BA891E02DD713F53,0,0,0,,0,,,0
EC3F2EE5924B505CC3A4D06182C2C099,1,0,0,,0,,,0
5E624075FDFE3003C34E1138546B2450,2,0,0,,0,,,0
B1FCE2EFBC2B86F2F8DFCDFD15C11701,0,0,0,,0,,,0
4209504FACF4D297380D70834BC264FE,0,0,0,,0,,,0
1C8023CB2E42B4F2358A4B63533A7C4E,0,0,0,,0,,,0
8BACEF16AB8147E94BB9CF4CF89092A6,1,0,0,,0,,,0
C9D682555B898C00250B19ED05D1E6DC,0,0,0,,0,,,0
0FC4AC37E35E2B4A7A5137B1863834AE,5,0,0,,0,,,0
92D4A861F6BC5DB5C9379563CC71E72E,0,0,0,,0,,,0
20D75A07F00899A1965A57F828DE8133,0,0,0,,0,,,0
7B67AEAF3E7E47E693DAB3CC7AF3363C,2,0,0,,0,,,0
5471DAB2C38557CF2E1C5B3993CD98CF,1,0,0,,0,,,0
1E90391F66AC47CEF97F8DABD8346F12,0,0,0,,0,,,0
2CEA8C226D4D16A1C4B5A0BC3CFE5DDF,0,0,0,,0,,,0
0187DEDABE4765DD4F99A33C3C42C990,8,0,0,,0,,,0
163419E53AFA1173DA286F6794261DF7,0,0,0,,0,,,0
E4BF85A205823565487EC61CC754D490,0,0,0,,0,,,0
CC6DBD8DF7B919648A194DF6910035E3,1,0,0,,0,,,0
E39A1F7450CF54E1EEE3E5F6FB2532C9,0,0,0,,0,,,0
C0BA42625E9D2E1545FDF87378253DAE,0,0,0,,0,,,0
CBF1346AFEAB76D0320D31C5CA490C34,1,0,0,,0,,,0
768785A0F67E924285044B36455CCAC3,0,0,0,,0,,,0
2FCD876603363FFDE5239ED45BE6B905,0,0,0,,0,,,0
9B9DF350C5E21B26FCE82CA42135BCA6,0,0,0,,0,,,0
A1A2F581A4DB1429C5F990C16426CD17,0,0,0,,0,,,0
F6DE37BAB97D86D675F25158891D385C,0,0,0,,0,,,0
CBE46C4DA9660AFDEE8E0E78BAA4689F,0,0,0,,0,,,0
2C84F1C45BBC64761A4434B3EB114EAA,0,0,0,,0,,,0
A6C240D345AB0CB61E517A7067D9E6A9,0,0,0,,0,,,0
1424538B89B973BCED7CE41CA28C983E,0,0,0,,0,,,0
62C847833CF481E9F2371DD48B16A98F,2,0,0,,0,,,0
9EBBDF6D1D91535F99C0BAD3C0EBDC73,1,0,0,,0,,,0
88C2B10BEBF248E9C76F80D1DDF960B2,0,0,0,,0,,,0
B9CFF1C832C24074DF2A3B5475A7851A,2,0,0,,0,,,0
FBE6445030774867EC594F94F13D12CB,0,0,0,,0,,,0
B1AEC14530C58B4CE0145943FF63C786,1,0,0,,0,,,0
7023262FD1B449CFC3F2FE4B7DFF9084,0,0,0,,0,,,0
3AC109ED11FA7EF32978B908A66DB95F,2,0,0,,0,,,0
99418F22EE498F4B6F4463E1533DCC74,0,0,0,,0,,,0
D1621FABED8BEBB6913F7C7456ABBDAB,0,0,0,,0,,,0
CDC9A224610417F5F1E97C8B96168950,3,0,0,,0,,,0
BC247B38665E279CAF805A724613D0F4,0,0,0,,0,,,0
DB3CD27AB23CC50B5385526AC7802B27,0,0,0,,0,,,0
294AF027BF5C702B2446F39405ADD823,1,0,0,,0,,,0
A972533CAA6D0725B5B048747A71D4AC,4,0,0,,0,,,0
5EE2F43F1FD31EAFBB6724FCBA21F203,3,0,0,,0,,,0
2A5EF089297A01D39B2FE30AC88B8295,0,0,0,,0,,,0
BD82734598091F2F3ABE231F6872F06D,0,0,0,,0,,,0
67E34D40DA8EB486DC847509A97762DA,1,1,0,,0,,,0
55CF06287386E3D38B06B07D9B3443D8,0,0,0,,0,,,0
6A890958B89C55FCDFDDFA794B1A649D,0,0,0,,0,,,0
32C75593083C4C36CA36A58B44E14BA7,0,0,0,,0,,,0
CAE8683FCC2445DDABFB1FF2516E0B5D,2,2,0,,0,,,0
86F6B4DA869D7F5CE42E103275D49CFD,0,0,0,,0,,,0
DAFD786F29413ECE0887924A3539D143,0,0,0,,0,,,0
D017C9DD2640C8121D01DC18ADBF3494,0,0,0,,0,,,0
1F58AAA40540B7B531EF090A0669384E,0,0,0,,0,,,0
41C40E80B4E132B718054DD8E1F4A286,0,0,0,,0,,,0
FD85E2381A67A1F946B8BCF90B078489,0,0,0,,0,,,0
AAC173F3631E531ED5865301190A4E86,0,0,0,,0,,,0
20368D6BBBE2631DB2AA4CF76442FE28,0,0,0,,0,,,0
69DA91043860555909AB63AB8C6847AC,1,1,0,,0,,,0
7A8D1CAA45CDE7652260DA6E71068A13,1,0,0,,0,,,0
902F597E0920385B8CAF4A55C5F0360F,2,0,0,,0,,,0
C2BBB0DAF20908A166DAC10EF6939F23,0,0,0,,0,,,0
DE39C2A4BA199C8845AC0932C2DA31BB,2,0,0,,0,,,0
928647F73B886CC52386CF9235AFC89F,0,0,0,,0,,,0
604581EBBA6CECFC5D56550A4C8BB3A3,1,1,0,,0,,,0
0175F289F0878C46DCA6B0AF3C5677F1,1,0,0,,0,,,0
E83D71D465C83BB00F6C0C5DBA5466CA,0,0,0,,0,,,0
D8AD849268078BF5BF6AD8E3362D7BC4,0,0,0,,0,,,0
BCB77DB6B2A75E476578A2ED8ED4D9D9,0,0,0,,0,,,0
8C018DE48462FB318FAF2225DA96EB8C,0,0,0,,0,,,0
382C4713DE77302013BE7C2A95950D2D,0,0,0,,0,,,0
5D0FFF917C2ACDE63FB813CF76CC0394,0,0,0,,0,,,0
0E05204A44E4CA8857B83A2FED471037,0,0,0,,0,,,0
EC380E8955E31C5F06E04000D386494C,0,0,0,,0,,,0
2DF9172E98F032892D7BDA25F51025B5,0,0,0,,0,,,0
88DB9AF4706D8F888723DD8DD787C3B1,0,0,0,,0,,,0
62E1AFE2AD1BED1937E861582EB84BE8,1,0,0,,0,,,0
894DFEC01131734D280D81C2BEE3A446,0,0,0,,0,,,0
B8F714BDF8A4A2F077394F6E1229D25F,0,0,0,,0,,,0
DD0B5B3FDDB53B4D12F984A0DA6E8C9F,0,0,0,,0,,,0
165C059E0EEB982DC45D17069F200511,0,0,0,,0,,,0
4EBA23626180EFE188D184AE36576D6A,0,0,0,,0,,,0
DCE2C0387B697666C1B076A92AFFF312,0,0,0,,0,,,0
DB6EA53027EF973B908E170B76755C2D,3,2,0,,0,,,0
42FB08DA0D5FB4A6E9549F1579A0EC01,1,0,0,,0,,,0
C0D247C7C087F68E0504E5B5E5BBFB11,0,0,0,,0,,,0
FA596A777C81AFE81313CACC0AC7D6C7,0,0,0,,0,,,0
254B554C9D3CD8D0A66D4BC0765CC663,0,0,0,,0,,,0
E7824127D778ABBCBCDA335F2EB7D64D,1,0,0,,0,,,0
34E493C2FCF918F1A4B0C9E49122BF89,0,0,0,,0,,,0
DFBCF3567592724D85BB3F31EAAE1E09,0,0,0,,0,,,0
7B4DAD214D293E07AC550AF937E9AA6D,0,0,0,,0,,,0
5A15B5C77229B970B5B6FC727E8CCF46,0,0,0,,0,,,0
B8E4D2884BDAE67DA4AD888E3FEEF335,0,0,0,,0,,,0
5E58C0F3FAAB4205157FD4C8175C51F3,0,0,0,,0,,,0
B1BBF8A2A68D2CDDDE476CFF2998746D,0,0,0,,0,,,0
A2533DE5583B5862AA1E7945223CD5DA,0,0,0,,0,,,0
