user_pseudo_id,nav_screen_views,nav_distinct_categories,nav_transitions,nav_distinct_transitions,nav_self_loops,nav_cnt_game_over,nav_cnt_shop,nav_cnt_steps,nav_cnt_ad,nav_cnt_level_select
F48BBAE9EE9606F8331783862F73364B,3,1,1,1,1,0,0,0,0,0
D234929DDA0FAAE2D5DB4393FF0D0301,3,1,1,1,1,0,0,0,0,0
4FB44ACB6CB532852BE647E68DD246D6,55,6,1,1,1,8,1,0,0,2
BF331BCFBB87C3C877206B11ACE7C8DE,11,1,4,1,4,0,0,0,0,0
E09110D95E7001CAD950C2723104204E,4,1,1,1,1,0,0,0,0,0
FF67B1C2BDF236F255703B1F4CD41EB4,7,1,2,1,2,0,0,0,0,0
9944B3EEC7E6FB3D3EEECA9F1444976B,10,2,1,1,1,0,0,0,0,0
B4F84493B3F693345C3561122EBEAEA2,7,2,1,1,1,0,0,0,0,0
1A1183FA2D2F3892D8C799099DDD8C19,4,1,1,1,1,0,0,0,0,0
75D9ABD809B11127B88DFDD694D0FD1D,6,2,1,1,0,0,0,0,0,0
66D802A20A52D0BE2E50AE42B6104C01,4,1,1,1,1,0,0,0,0,0
16DDC3D9FF40E5D6EC60259C1FA33E49,4,1,1,1,1,0,0,0,0,0
A302642B2237FD510E4B37104D382BCA,3,1,1,1,1,0,0,0,0,0
2E650E616327F836FC153592608AED98,3,1,1,1,1,0,0,0,0,0
73F95B8637A927B2F2E795661007DD30,3,1,1,1,1,0,0,0,0,0
92B0B6F48ECE132C7E502F94798FE205,4,1,1,1,1,0,0,0,0,0
D6CE2614AB26B05B94FC3840D08E91F0,4,1,1,1,1,0,0,0,0,0
07D8F1E00782FD433F47E6E8F088561A,3,1,1,1,1,0,0,0,0,0
3E5E7324D21924DA3A6BE8E817B3C5FE,3,1,1,1,1,0,0,0,0,0
BD7A82B82D562CC7738F60D110C5B16D,3,1,1,1,1,0,0,0,0,0
DCA93021D42484CF03D9BEE4C40C329A,3,1,1,1,1,0,0,0,0,0
C14076B400FAEAAB4D9CC6F67D54F43A,5,1,1,1,1,0,0,0,0,0
B930372C5D851AB3195A0CA14C9219C0,3,2,1,1,0,0,0,0,0,0
33F7A1DCA4C1DC73C6622A3761DD9812,3,1,1,1,1,0,0,0,0,0
695273D1127579A5184EACB9DCABE34D,3,1,1,1,1,0,0,0,0,0
767E3C02CF5F951D91B0C0BFF71A63ED,3,1,1,1,1,0,0,0,0,0
678CA2A87E7E92E4997575F514FE68B6,4,1,1,1,1,0,0,0,0,0
2C25CCCCD62B43E238B3267D9E593867,4,1,1,1,1,0,0,0,0,0
19856982238BAE6AF8C9AEBFE3D77A48,4,1,1,1,1,0,0,0,0,0
79EA5E5E8B71D2108657A0EAF9526C37,6,1,1,1,1,0,0,0,0,0
4AFCE82C68EC1079768CD81CB4C0ECD7,4,1,1,1,1,0,0,0,0,0
A94C6A328773A5C3E5BCCC524A253310,4,1,1,1,1,0,0,0,0,0
18949AF09FF225ECF9E8C113465E7A4F,5,1,1,1,1,0,0,0,0,0
2153C36F9ABADBC957F8403899AE4B0B,4,1,1,1,1,0,0,0,0,0
530F22FBF57DF2EB8416BA94E7A43393,4,1,1,1,1,0,0,0,0,0
3351C190752821E19A94058AE0C8D565,10,1,1,1,1,0,0,0,0,0
DBC07E3ECC7DD36D12BFEC862CD6B5A3,4,1,1,1,1,0,0,0,0,0
B1FA470998A3E6F8009A34D06D38318D,3,1,1,1,1,0,0,0,0,0
891576E363C8DCDA4591C3CC46303982,3,1,1,1,1,0,0,0,0,0
C95F09223F8BAD6C97700C6C802D4F1D,3,1,1,1,1,0,0,0,0,0
BFEDE353E3CCE9028D1ACB8CB3760A80,3,1,1,1,1,0,0,0,0,0
901F7AF71A35D7065004B3C3219DD6D2,3,1,1,1,1,0,0,0,0,0
5C3E52036EA54498B6E571A50A45ABFD,4,1,1,1,1,0,0,0,0,0
5783308309C1364908985B42B3E2B499,3,1,1,1,1,0,0,0,0,0
977CBDF2D7B65AC0FDC885F87117A7F2,10,2,1,1,0,0,0,0,0,0
5DDB37708612903F926A81786E7B0676,3,1,1,1,1,0,0,0,0,0
BE0B27C2C14F4BC2B33DAEF7505BAF54,6,1,1,1,1,0,0,0,0,0
E14F414A25D7DB47E661B85439950D29,3,1,1,1,1,0,0,0,0,0
A496FCC38B8DA24A1BC1B0BBE9F15CDC,8,1,1,1,1,0,0,0,0,0
408354544760D27F10CCA7CF9B4E43D3,2,1,1,1,1,0,0,0,0,0
C790EE2C97A43C374BEE7B516CC8615D,8,2,1,1,0,0,0,0,0,0
73BB508202301793DE8A0257472CCD1D,8,2,1,1,0,0,0,0,0,0
20372B4051F16E4AFD9FE828ADC08065,3,2,1,1,0,0,0,0,0,0
970F3FC64726985AECC1BFD74741AB34,9,1,1,1,1,0,0,0,0,0
FA5B199CDF7674E58F0AF0D2163FBEF9,3,1,1,1,1,0,0,0,0,0
EFB2E29B3188FEE64E62E7B315C26780,5,1,1,1,1,0,0,0,0,0
B6855B56FE0838DD2C78822AB08B3D02,4,1,1,1,1,0,0,0,0,0
2DC473377FAF752C77B586711AA66A90,7,1,2,1,2,0,0,0,0,0
EC95852018022C62D7D805B5F3202308,8,2,1,1,0,0,0,0,0,0
7EAC139B390E2441ABA20DE3B5A66BCE,3,1,1,1,1,0,0,0,0,0
4AC1820942CC72FF85385F56327C8F3F,7,1,3,1,3,0,0,0,0,0
D21FA1B4C5F145D3C005DFD38C2C76B9,3,1,1,1,1,0,0,0,0,0
7F7DD65D0E41B3A00DB98B07B60264CF,5,1,1,1,1,0,0,0,0,0
CAD42025ACBC42A48B3500AB25DA7E35,6,1,1,1,1,0,0,0,0,0
0CF7B8BCFC9CB9C51C6AA0438139D8E7,4,1,1,1,1,0,0,0,0,0
85EF774B9C8B1926777826CCEACBFFE6,3,1,1,1,1,0,0,0,0,0
122308722784076A763D76A53C82D219,5,1,1,1,1,0,0,0,0,0
375E3D65F5533F626EDE63968CE349A9,4,1,1,1,1,0,0,0,0,0
0327DBE89EBE6C41E1D85E7EA1C29062,3,2,1,1,0,0,0,0,0,0
33269A5E3D804BCBAA628C2D0CAEB139,8,1,2,1,2,0,0,0,0,0
E39A1F7450CF54E1EEE3E5F6FB2532C9,4,1,1,1,1,0,0,0,0,0
354AB7606F0F38DBF7A9B74ADE0838FD,4,1,1,1,1,0,0,0,0,0
85AEDB7C4BADBE9663D59A01F1C9A1C0,4,1,1,1,1,0,0,0,0,0
99418F22EE498F4B6F4463E1533DCC74,4,1,1,1,1,0,0,0,0,0
5E88EE9FC3EAF80CE4A0E06A2E9C86F6,3,1,1,1,1,0,0,0,0,0
968EC318FFA6D2C219097FCBC3101E2A,4,1,1,1,1,0,0,0,0,0
48F6F3E87C6DB2D2776844D640FF6EC0,3,1,1,1,1,0,0,0,0,0
5E9435534BC96422D7E89DC5992EF5AE,7,1,3,1,3,0,0,0,0,0
A371427EFF7079FFB6FFA3DA2B78FC61,6,1,2,1,2,0,0,0,0,0
740DC316AB581D3A557CF3B0A05F7D24,3,1,1,1,1,0,0,0,0,0
B8D45141000EC2FC14F48BA936C649C7,4,1,1,1,1,0,0,0,0,0
49ED9A43984A2CEA40FBABC2F9A5A30E,3,1,1,1,1,0,0,0,0,0
7AC799AFB5972B3B967EC5B58C801B8A,7,2,1,1,0,0,0,0,0,0
DF79DC9908B059905FD372C1D831F4AD,3,1,1,1,1,0,0,0,0,0
4B318E1C0D8D4FBBEB6C9806947B2604,4,1,1,1,1,0,0,0,0,0
D0969C741DF2022FBA9602C04823A358,6,2,1,1,0,0,0,0,0,0
4A34E51E87F26D5BD3AD860E1175BBF3,3,1,1,1,1,0,0,0,0,0
86E45B2CCB8059F864AFBDED538CCA18,5,1,1,1,1,0,0,0,0,0
6434858D64E361552B2A4DC4E7506EFF,3,1,1,1,1,0,0,0,0,0
3BD5AD767A46C7A17154EA9895F4FCD3,4,1,1,1,1,0,0,0,0,0
6EA1137F75CF7242E030F0FC80CFE1AE,6,1,1,1,1,0,0,0,0,0
D8A18122A50C4E306B96411A5FE201AA,5,1,1,1,1,0,0,0,0,0
389AE1E45F3EA1FB2083DF6129301E00,5,1,1,1,1,0,0,0,0,0
86FB984815DDC86C8079F9EA4C705ECE,3,1,1,1,1,0,0,0,0,0
0EF48B303E65111154C8F5419F126813,3,1,1,1,1,0,0,0,0,0
0CE199868D066A2EBCA5BA6263900067,3,1,1,1,1,0,0,0,0,0
DB2D229B4C1CFEB482AA72E9F4039449,4,1,1,1,1,0,0,0,0,0
ECAC53688675017CFB306F412AF690C7,3,1,1,1,1,0,0,0,0,0
6DAFFEA42758F1AD7C87D85E1C1BFE60,3,1,1,1,1,0,0,0,0,0
AFDB14ED8B465437CF4A3155626358A7,8,2,1,1,0,0,0,0,0,0
46B0260D63886FE06AA496B3B0854694,4,1,1,1,1,0,0,0,0,0
96685CED0793A219EFE8976477D7DA56,4,1,1,1,1,0,0,0,0,0
54702FC6D2394F7F125719D6BB2651C4,3,1,1,1,1,0,0,0,0,0
57CEF48816FE7CE296E7BDBD7F43F646,6,2,1,1,0,0,0,0,0,0
71746D859E4E6D655FEE8FFBC3B6C7E9,3,1,1,1,1,0,0,0,0,0
5C8765821C789489DA0A3EBC33AD4C04,4,1,1,1,1,0,0,0,0,0
B386B3D771140CCEE8CC603EA7F282A4,19,4,1,1,1,1,3,0,0,0
95475D4BC44186852209441392FC7F92,4,1,1,1,1,0,0,0,0,0
88875C7F05CD91F689B0B464045CC318,6,1,2,1,2,0,0,0,0,0
E28DF814D7C892CA0FB165D3B571A41E,3,1,1,1,1,0,0,0,0,0
F578D51960AB4E22E7E404C8ABF5E278,3,1,1,1,1,0,0,0,0,0
8AB29C262591541BA945BF48D74DB5F5,3,1,1,1,1,0,0,0,0,0
3EF0C437082525266C571DC4B07793C3,3,1,1,1,1,0,0,0,0,0
9F7B0D1BFB822F5E26E91E184E2E437C,6,1,2,1,2,0,0,0,0,0
32F03D5D050C4922D34BC972B8E7CB25,3,1,1,1,1,0,0,0,0,0
81F1A8980CA70A978CBF421E059A8C96,3,1,1,1,1,0,0,0,0,0
9C0E3D1BF7388987B20CD86F20698743,6,2,1,1,0,0,0,0,0,0
04F1CA386F48B65545BBAAD45A954A54,4,1,1,1,1,0,0,0,0,0
8E8745CADF1ACC6EE7AADA7A8B8DF1E4,6,1,1,1,1,0,0,0,0,0
5A619C1ED58AABE3A689326F95C63707,3,1,1,1,1,0,0,0,0,0
7C7C8524146AA5006BE260A041101DF3,9,1,2,1,2,0,0,0,0,0
6FD77C6526115DBD9389D38AE86E8CA4,7,1,1,1,1,0,0,0,0,0
51E0CA4F69A57652E3C794BD7DABAA3F,3,1,1,1,1,0,0,0,0,0
9272B4C8E7F4F0364558B43B977990D0,3,1,1,1,1,0,0,0,0,0
E9207EE8B04E28F7764A07B9428B0F88,6,1,1,1,1,0,0,0,0,0
7CB9FDA17938289CE3019602888EEC58,5,1,1,1,1,0,0,0,0,0
92453BEF04D6CA58168B8D4628114179,4,1,1,1,1,0,0,0,0,0
67C6CBB23F6CF300C4B76AB8790AA6AD,4,1,1,1,1,0,0,0,0,0
29BA958722EDFDE16A06EFED526E1B7C,4,1,1,1,1,0,0,0,0,0
C2BBB0DAF20908A166DAC10EF6939F23,4,1,1,1,1,0,0,0,0,0
6D32B47F6F516304209375F1D0CCE5A3,3,1,1,1,1,0,0,0,0,0
C702A94AE6135C60D6C85868A0FD62CE,8,1,1,1,1,0,0,0,0,0
2F753BDAEA8920BD6AC602F681B6327B,6,1,2,1,2,0,0,0,0,0
59C4C60BDA4D3DC24C3F167334868D61,7,1,3,1,3,0,0,0,0,0
F1D798DDC9C7920F6395D39BB7AA238B,3,2,1,1,0,0,0,0,0,0
1A7A96036BE594885DD393BE84DA2507,6,1,1,1,1,0,0,0,0,0
3AFA12F7DEB63024145AED585F907AC4,4,1,1,1,1,0,0,0,0,0
79442435916D04FB3A1C2088D5941C38,4,1,1,1,1,0,0,0,0,0
4660CA55B6DE728FDF54308DFCBAE1D5,3,1,1,1,1,0,0,0,0,0
A56A508A3344AB0530163C3A3137758C,4,1,1,1,1,0,0,0,0,0
8A5477D0127C61AA7C35BACB7CA67297,4,1,1,1,1,0,0,0,0,0
B993A431A2387544D245038CAAC2A80B,6,2,1,1,0,0,0,0,0,0
B80ECCB77CF6F259FFD4AD79A3304B03,3,1,1,1,1,0,0,0,0,0
A3451484C7C522B5BFFA0AE05B21D5DC,6,1,1,1,1,0,0,0,0,0
A1483CA5D53030291E479D412CBA2397,3,2,1,1,0,0,0,0,0,0
B71E0E1595BCBE2DB614193600ED6A5D,6,1,1,1,1,0,0,0,0,0
2FD105AC3C973CB84F166D7E74F3BDB2,4,1,1,1,1,0,0,0,0,0
B00A5CBF254E59E04D1BC4CCC95043C0,4,1,1,1,1,0,0,0,0,0
66E9ECDFCF529E6181EC63D2C1B0C7E4,3,1,1,1,1,0,0,0,0,0
AB6FCC6558326ADC858DE37C8D9EB7CD,3,1,1,1,1,0,0,0,0,0
450A84151A46D5D3AA0FA5FA26C03028,3,1,1,1,1,0,0,0,0,0
70E5A3222508AD3D70A72B60E4045DC5,5,1,1,1,1,0,0,0,0,0
9A50BAE8E0C1D60903A761C361654791,3,1,1,1,1,0,0,0,0,0
9B9DF350C5E21B26FCE82CA42135BCA6,10,1,2,1,2,0,0,0,0,0
37A4A5CCEE0FD6189187EDFF41C6F413,9,1,3,1,3,0,0,0,0,0
091388C56320BAD849DFECDA01605D32,4,1,1,1,1,0,0,0,0,0
8905E3B9E6CEDD044A319CA40FD206B9,3,1,1,1,1,0,0,0,0,0
D4AD31CC56B2702CD297638EA4360AD1,9,2,1,1,0,0,0,0,0,0
0811766182AB8CE075D0E653F8B79E05,4,1,1,1,1,0,0,0,0,0
5CC7A13D8E899EDA7551DE90CC661693,4,1,1,1,1,0,0,0,0,0
CD87517397B4F999C94D7CA7B146102C,3,1,1,1,1,0,0,0,0,0
7C7E71D0478D9A96AFEB74DD80521DF7,7,1,3,1,3,0,0,0,0,0
6CEC9D5959B1384E2D2B40E833EC98D9,6,1,1,1,1,0,0,0,0,0
7155AE938E2FFBC63543F1E7BC02A41E,5,1,1,1,1,0,0,0,0,0
0531403140A247EBA33CC4811C4ADEB5,4,1,1,1,1,0,0,0,0,0
DAD23DD885EEE844890417FC965052F0,4,1,1,1,1,0,0,0,0,0
BB28E0BF788328D12CFBAECB84A3F37D,3,1,1,1,1,0,0,0,0,0
79D1159EFBA356057E09FF8C41F132A3,4,2,1,1,0,0,0,0,0,0
0150077AE685E3084E5DB84CF61CE383,10,1,3,1,3,0,0,0,0,0
1AB36A765847D90D7F029C21FADFB3F4,2,1,1,1,1,0,0,0,0,0
1D5A0DC978A69FF28EC9D153F32EA871,4,1,1,1,1,0,0,0,0,0
E236D61DE388248BC88C909A413DFFF9,3,1,1,1,1,0,0,0,0,0
1181F8E1F7926B07A503427D76E34082,3,1,1,1,1,0,0,0,0,0
75D4077943E2281AEBA789BB5E0E2780,6,1,1,1,1,0,0,0,0,0
6BC55411A1C8FF8BC298070DEBEBCB46,5,1,1,1,1,0,0,0,0,0
C8FE0FF40B0E8B2A614315C781EC7A27,6,1,2,1,2,0,0,0,0,0
C12E9D47BC1668731AB548A93C868F19,20,1,3,1,3,0,0,0,0,0
2A233292E6F8659911FFD9637EC5AADF,3,1,1,1,1,0,0,0,0,0
B2AFD530FE771B04D25E16CF9F484C98,3,1,1,1,1,0,0,0,0,0
AD587C247A8FAB863F94BC683E6D0371,5,1,1,1,1,0,0,0,0,0
77722C6A256D424D481A95453DFFB57E,5,1,1,1,1,0,0,0,0,0
981D17AB0CBEB4ECB541405924D95A0E,3,1,1,1,1,0,0,0,0,0
5A3C1C538553B1A5108163C4EB7F8D39,3,1,1,1,1,0,0,0,0,0
FC0E10ED9037CA6C75458E20AB85F350,12,1,4,1,4,0,0,0,0,0
C9A22B291E9B2D3D98262C8D41D703A2,5,1,1,1,1,0,0,0,0,0
79CC6F6A40AF91BBE55D2AF549BBF682,3,1,1,1,1,0,0,0,0,0
CE14813861706B30558A91E503E4CA4A,4,1,1,1,1,0,0,0,0,0
F56F4937968C86D08AB62ECF80874854,5,1,1,1,1,0,0,0,0,0
3705B1B5D29DF245AEBA55FFF82B709A,4,1,1,1,1,0,0,0,0,0
E8A6F486759AB51EB8EB75B74FB6875B,3,1,1,1,1,0,0,0,0,0
0FB42D5FFB79A9DE147873753BF7A664,5,1,1,1,1,0,0,0,0,0
604E4F6AB209983E515794E0C0945660,3,1,1,1,1,0,0,0,0,0
255C6D4870B1D39D00039D30C2216810,3,1,1,1,1,0,0,0,0,0
055922A1CAF55846CF969D475E41D35C,4,1,1,1,1,0,0,0,0,0
0E65A1967A3EE64A4D33E6038D677FAD,6,1,1,1,1,0,0,0,0,0
0FD440B02BC1A20B3FC5C836F4CACADC,3,1,1,1,1,0,0,0,0,0
376E71CB4C92528ABE7D6FDC9CBCDA09,3,1,1,1,1,0,0,0,0,0
9153C9C8AAD9E53057C0869DECD75472,3,1,1,1,1,0,0,0,0,0
261D77D1373E4F708D8241AC7572206D,3,1,1,1,1,0,0,0,0,0
1D89281562AC3FEFB76A42ED406BF1B5,17,1,3,1,3,0,0,0,0,0
E4D11615287B890E18EC3CCD80FE50F3,4,1,1,1,1,0,0,0,0,0
3F99834225910D961F9DDEF4F2544260,5,1,1,1,1,0,0,0,0,0
BAA42D2D94CD8312B6A7F08A576F6A8C,7,1,2,1,2,0,0,0,0,0
5037C0017110C4747F0F5F7DF82BC8CE,3,1,1,1,1,0,0,0,0,0
477B10057CE20CBC8BCD3AD4F75BA95C,4,1,1,1,1,0,0,0,0,0
9BFBBF816AE3BCD169BE9A33B77F0D0F,3,1,1,1,1,0,0,0,0,0
C1503F7AAC4BAFDBF7589B41510A194A,4,1,1,1,1,0,0,0,0,0
317C3B80CBC88ADFF55C8BB9C01163B7,3,1,1,1,1,0,0,0,0,0
36B6D3F976AB7D361A85B5164EC91236,3,1,1,1,1,0,0,0,0,0
959D4D83EB7DA9966F66F133B20BF016,3,1,1,1,1,0,0,0,0,0
A8277C9B8AF2ED789E690539F37AF9F6,3,1,1,1,1,0,0,0,0,0
3388DE6E3D04F8EAA7804B955C96EC65,4,1,1,1,1,0,0,0,0,0
DCE2C0387B697666C1B076A92AFFF312,3,1,1,1,1,0,0,0,0,0
1B448720A92D5A61CA428042BE55EE7B,6,1,1,1,1,0,0,0,0,0
B8ABF06C01AC9AE51849B42460E2E560,6,1,1,1,1,0,0,0,0,0
A8772128307051043124FE8443B1C326,6,1,1,1,1,0,0,0,0,0
CC602EEDFFA463307533BA306F556849,4,1,1,1,1,0,0,0,0,0
44F24A68F3BE7978C6E9432C90E97279,3,1,1,1,1,0,0,0,0,0
A441167D5A454A1FEADD331DCB230D4F,4,1,1,1,1,0,0,0,0,0
243BAE988EFC505938777D2BD05ADD35,7,2,1,1,0,0,0,0,0,0
3DB7F93459EE0F73E398386193371A80,3,1,1,1,1,0,0,0,0,0
291F535417882B43FADD1E8529CE4F03,4,1,1,1,1,0,0,0,0,0
57EE161BA17539C3A15E089BE4927F8B,7,2,1,1,0,0,0,0,0,0
70E85465730538BDF0B012BD81A7F94E,4,1,1,1,1,0,0,0,0,0
ABD51CA22BA2A476E58E150C2E32DB43,4,1,1,1,1,0,0,0,0,0
390E57F874E1FD656FCCBCEDE8F90604,3,1,1,1,1,0,0,0,0,0
4B45AEBB268ACE41B1FA6FD7CC71AD66,6,1,1,1,1,0,0,0,0,0
F553AB13C0D66F0916896A26E2B86906,4,1,1,1,1,0,0,0,0,0
6626DD03829B3C6AC6E7C9FDD237785C,5,1,1,1,1,0,0,0,0,0
8532BD7C5BCAFF02F04801477F506C2A,4,1,1,1,1,0,0,0,0,0
78EBE4E871C352FD3B35EEE1EFCC206A,4,1,1,1,1,0,0,0,0,0
74160662B02D4CCE3D207B1E7ACD18E5,5,1,1,1,1,0,0,0,0,0
962AD93C16D677E4EA7E360D561B76E2,7,1,1,1,1,0,0,0,0,0
3667B20584399F5283AB3D087D338154,5,1,1,1,1,0,0,0,0,0
DF72E958CCD805F5A0CE935ED318059F,4,1,1,1,1,0,0,0,0,0
D3E97A7983F62AF9BE6E036E014CF6F7,4,1,1,1,1,0,0,0,0,0
FAAE07789E5832D64D19E72AA5A7EBF5,4,1,1,1,1,0,0,0,0,0
72A69D1500F86D11D2C44FBF9680711F,6,1,1,1,1,0,0,0,0,0
B8CB2D7794D767E81301B841C5D93DAE,3,1,1,1,1,0,0,0,0,0
95999C77751600817821BD41542C91D9,5,2,1,1,1,0,0,0,0,0
C96F48D9AC193635F69F2021E4FA9F85,3,1,1,1,1,0,0,0,0,0
422E4B66736C74A880ACFF8895D1117F,9,1,2,1,2,0,0,0,0,0
67A7147283804C40CBECFFFA3DC329EA,3,1,1,1,1,0,0,0,0,0
F94F46BC3FBDFF5D30A9FD9BBF54362D,5,1,1,1,1,0,0,0,0,0
9EAE57B13C995D8EECD8C6394CA3D058,5,1,1,1,1,0,0,0,0,0
9AA820D68B352AA4C4D4BB79629E5E15,4,1,1,1,1,0,0,0,0,0
2A78A1F772DEA29CA407EDE2D31A2D7F,3,1,1,1,1,0,0,0,0,0
617A76F728567C6F36EB49BF210A49B6,3,1,1,1,1,0,0,0,0,0
F9F8CB47B2F3AB134BEE169B4BFFE6CD,3,2,1,1,0,0,0,0,0,0
816D85A8FA83F60E22930D020F20DB15,3,1,1,1,1,0,0,0,0,0
4FCB0434161F0EE1E92046C850A90DD1,6,1,1,1,1,0,0,0,0,0
2D23CD90AE51556D7B8FAD2C358D308A,5,1,1,1,1,0,0,0,0,0
F9788664CEAA2D2D2BC15A81913DC1FE,5,1,1,1,1,0,0,0,0,0
F93A093C67C76C2CC5DF53B3042340C7,4,1,1,1,1,0,0,0,0,0
C2AED1007A62A90DEFF9B516398E5EF3,5,1,1,1,1,0,0,0,0,0
E560342435D4FB41F9813B3FEABDF996,4,1,1,1,1,0,0,0,0,0
7F8E0A83EA3833F063DA2107E073AC03,9,2,1,1,0,0,0,0,0,0
552EEC64A88F1321FA9055A5C9BB9951,4,1,1,1,1,0,0,0,0,0
018219C83A4E8873F1CD8BA8F041E8BB,3,1,1,1,1,0,0,0,0,0
465840BF70E61860BF7FE9B39E6AA989,10,1,2,1,2,0,0,0,0,0
DEED482DE5C79230A13331BF4AF27ACA,5,1,2,1,2,0,0,0,0,0
D00FDCD235455E421C6037DB0D91F848,3,1,1,1,1,0,0,0,0,0
4E37E9CAD3FE6DE736B93D68F72C5CE1,6,1,2,1,2,0,0,0,0,0
3604E77825369AD5C4101DA2644554A2,5,1,1,1,1,0,0,0,0,0
7506F567367F2D01950DB051F3330645,3,1,1,1,1,0,0,0,0,0
27024D6C4E63B9658837AAD3C8B3F5A9,3,1,1,1,1,0,0,0,0,0
22C459A3014CCFA676D38ECE6FB6963C,4,1,1,1,1,0,0,0,0,0
54A8BB4F71F119C107273BE0A5798D54,6,2,1,1,0,0,0,0,0,0
A6899F5A3CB40614EBA31AEDDC9EA254,3,1,1,1,1,0,0,0,0,0
3C0BC6C12FC7F6D75A3B43699DB5C6E7,3,1,1,1,1,0,0,0,0,0
622CE5108E0572C1006A11FF399522B2,4,1,1,1,1,0,0,0,0,0
AA10BF8345E97CC40E5E4D164212868B,3,1,1,1,1,0,0,0,0,0
3CF01C22A1FFF1FB6E1FC699A64805B7,3,1,1,1,1,0,0,0,0,0
96BD51F2A20AD6393020B88D9C30C550,3,1,1,1,1,0,0,0,0,0
538A5090BECB4AED98392B44DCD3C8E3,3,1,1,1,1,0,0,0,0,0
A7573B1A990C695C3C5DCE235F668725,5,1,1,1,1,0,0,0,0,0
936906C2CB90CE437DBFC01BBD96BA39,3,1,1,1,1,0,0,0,0,0
EA30BC2CFFCAEB738E1AAE3043849EA6,4,1,1,1,1,0,0,0,0,0
2312E417433C1F755AB339821E3F382D,3,1,1,1,1,0,0,0,0,0
60A18C651D23E2866F761919F140EFBD,7,1,1,1,1,0,0,0,0,0
06F7DCF77D578C01957D28E5A6F02827,7,1,3,1,3,0,0,0,0,0
6C6ADA016A904C44E1B33AED914C9AC1,4,1,1,1,1,0,0,0,0,0
EE879C1D759CBA320BE24D965C4362B4,5,1,1,1,1,0,0,0,0,0
586A166C89BB3DD7D7A342896AC57B47,4,1,1,1,1,0,0,0,0,0
8300A6E7A37C96B49F2B2779FCA08926,3,1,1,1,1,0,0,0,0,0
C051F723B758D613A4D974D74700BB80,4,1,1,1,1,0,0,0,0,0
B4F01A74A8777E282DD35AD20D8E7575,3,1,1,1,1,0,0,0,0,0
74FB084806657B7905B964C8E1688CC6,5,1,1,1,1,0,0,0,0,0
C91F8F96E02CB9453FDDBBBE4B68B3A4,6,1,1,1,1,0,0,0,0,0
047E8360F45B8F1A2A2D83FD5EAE8B7E,5,1,1,1,1,0,0,0,0,0
8B025029A4D1695C7BB0AA8BCF15901B,3,1,1,1,1,0,0,0,0,0
AF29F61BFA8D9AE276EDAE6316EB30AB,3,1,1,1,1,0,0,0,0,0
A6C58746130A55DD8BC262935DD16DBC,3,1,1,1,1,0,0,0,0,0
0E15EE09E81BC031CD11D069FADEE48D,4,1,1,1,1,0,0,0,0,0
8EB99B177B914F63CE215683892205AD,4,1,1,1,1,0,0,0,0,0
022DBC0027417922D926ECA6B96E53D6,3,1,1,1,1,0,0,0,0,0
F537571E913C8547B5B8E41A0A8A5AB5,8,2,1,1,0,0,0,0,0,0
A4704F91CBB660DA4B200D3B981521D9,3,1,1,1,1,0,0,0,0,0
8FE3D874238B796B52DE006F621CE997,3,1,1,1,1,0,0,0,0,0
78F8F9830EBD020AFAA6B6608E673C62,2,1,1,1,1,0,0,0,0,0
F18DD717F090F676E1B153E61660D632,3,1,1,1,1,0,0,0,0,0
1422C2354A1E90B827F6E45BA5B00778,3,1,1,1,1,0,0,0,0,0
D0A0C9FE72F7C4C6D503EEFBB00C1B83,7,1,1,1,1,0,0,0,0,0
F6DE37BAB97D86D675F25158891D385C,5,1,1,1,1,0,0,0,0,0
8BF10A2A67C6FFCB6187286E7FA155E7,6,1,2,1,2,0,0,0,0,0
60D24FC9BFCDB2BD016F57EEE43E1A29,3,1,1,1,1,0,0,0,0,0
3D527E74E2FA402DF94E459B17374266,4,1,1,1,1,0,0,0,0,0
7AFCEC261F4C143E8817CD194BE59A7B,3,1,1,1,1,0,0,0,0,0
D43866E69920AFDC3D1B3E6F239E4812,4,1,1,1,1,0,0,0,0,0
D864D058813F31B452BCE6743B0AF7F7,5,1,1,1,1,0,0,0,0,0
DE622694FDC3B9F57F917F659111E9A4,4,1,1,1,1,0,0,0,0,0
0FAE829EFE5AEA5F665B4BBD33EE3A17,3,1,1,1,1,0,0,0,0,0
93CEB327EC262647E4D6E92FEC16AB48,4,1,1,1,1,0,0,0,0,0
51405C06F2E042554CEA3B607258C4E1,5,1,1,1,1,0,0,0,0,0
018CAABB1F4DBDD23D432D211F095B5E,5,1,1,1,1,0,0,0,0,0
240EB5AB4F4B15279CE604262740F6D9,6,1,1,1,1,0,0,0,0,0
03C2D87F51393C52A4E8B0DF80342EA1,7,2,1,1,0,0,0,0,0,0
A328A685EE92F31EE8F821757E643258,4,1,1,1,1,0,0,0,0,0
BF030E954B9139E0C6297F8DE028AE21,3,1,1,1,1,0,0,0,0,0
B85AED507ACF71D8DA3759892142E630,3,1,1,1,1,0,0,0,0,0
88546E749510501DDEFE3255A604394F,3,1,1,1,1,0,0,0,0,0
FBDB6DFC10A6DF311453A24DC7CB3C22,3,1,1,1,1,0,0,0,0,0
6A63DF74AC26ED46E67F000DC95D1154,3,1,1,1,1,0,0,0,0,0
EA88E1EDFC0F76CA173E91C773FFC8FB,4,1,1,1,1,0,0,0,0,0
